Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Great evening,g1005967-d3783536, 21 aprile 2024,family,"Nice early dinner, relaxed and friendly staff. Nice scallops gratin to start and pan fried trout for main. Vinho Verde was nice and refreshing to cut though the buttery sauce.
Only points to call out were no water glasses on the table and although a drink was asked at ordering a drink to have no ice cubes due to sensitivity to the cold they had to be fished out when it arrived with them in. Would certainly recommend and revisit though","Punteggio 4,0 su 5","",""
"Great food, welcoming staff and a lovely setting!",g1006175-d8497246, 28 marzo 2024,family,"Visited Bertram's with my husband and one year old after a beautiful walk down by the river. We both had main lunch options - I opted for the forest garlic mushrooms which were delicious and my husband had the beef burger which he said was very good - esp with the Cuddy's Cave cheese! Daughter had the scampi which she happily picked at so that was a bonus! We then had coffees and shared a piece of cake which we had heard were amazing and it certainly lived up to the hype! 

Overall we had a lovely experience - great food, welcoming staff and in lovely setting! Looking forward to another day out to Warkworth!","Punteggio 5,0 su 5","",""
Great food.,g1006504-d2178057, 24 settembre 2023,couples,"Visited after checking local reviews. Not dissapointed. Nice atmosphere, good service,great food. Highly reccomend.","Punteggio 5,0 su 5","",""
Great Indian restaurant!,g1006504-d2178057, 26 febbraio 2024,couples,"Having recently moved to the Ferndown area, we were in the process of trying to find a good Indian restaurant. We have found it!! Have been to Cinnamon a couple of times now, very clean, staff very gracious, owner/manager Alum an absolute gem a very friendly obliging man always willing to advise on his food and have a general chat. Poppadums not greasy - a big plus in our book and a lot of main menu to choose from. All the food been excellent so far and we enjoy ordering different things to try!","Punteggio 5,0 su 5","",""
Great little spot for lunch!,g1005967-d13447953, 3 maggio 2024,friends,"Had a lovely lunch here today, delicious quiche and real tea! The menu is pretty extensive and there were lots of vegetarian options. The staff were welcoming, attentive and helpful. Looking forward to a return visit!","Punteggio 5,0 su 5","",""
Great local pub,g1006504-d2509017, 2 maggio 2024,couples,Lovely family friendly local pub. Always a warm welcome from the staff. Children and dog friendly too which if always a bonus. Good food too.,"Punteggio 5,0 su 5","",""
Great location for functions.,g1006504-d5816534, 26 luglio 2023,friends,"A great location. Whether its for friends, family or just stop for a coffee.
I organised a Bar B Q for 50 people. Service was faultless and food was excellent. 
Thank you to all the staff that made the evening so memorable.","Punteggio 5,0 su 5","",""
Great lunch,g1006504-d5816534, 18 ottobre 2023,friends,"We usually stop here for a beer after golf and always enjoy the service and drinks, but due to some terrible weather, we cut our game short and had lunch. 

A couple of burgers and a beef sandwich were ordered and all enjoyed.  

I opted for the blue cheese burger with dirty chilli fries , a really tasty, filling , and warming lunch after spending a couple of hours in the rain.

All was washed down with Sandbanks bitter, lovely !","Punteggio 5,0 su 5","",""
"Great lunch time visit, highly recommended",g1006524-d2647930, 27 ottobre 2023,friends,"Simon and Abi and other staff looked after our walking group lunch today. It all worked perfectly and the food was delicious!
It is so nice to see the pub beautifully refurbished and with such good attentive staff and excellent food they can’t go wrong.","Punteggio 5,0 su 5","",""
Great place,g1006175-d6104159, 8 settembre 2023,couples,"We have stayed here the week at the apartment.  Good attentive service at bar.  Fabulous views of castle. Lovely cosy feel in the pub side. Lovely dinner this evening.  Great place to eat, drink & stay with wonderful views.","Punteggio 4,0 su 5","",""
Great place for lunch,g1005967-d3783536, 23 maggio 2024,family,Always such a lovely welcome and the food is amazing. The staff are friendly and attentive and ordered food comes quickly.,"Punteggio 5,0 su 5","",""
Great place for lunch,g1005967-d3783536, 24 maggio 2024,friends,"Excellent lunch, on 18/5 arrived early and immediately greeted and settled in with drinks and menu.  Food arrived quickly even though we were waiting for third member of our party. Special thanks to the woman who greeted us and served us so attentively.
Large menu choice, with varying prices.  All the meals were excellent and good value.","Punteggio 5,0 su 5","",""
Great place!,g1005967-d3783536, 27 aprile 2024,family,"Had a 83rd birthday here. Staff lovely and Ben even went all the way to Dublin to get me a fresh Guinness.

Food was great, location is great, service was friendly and attentive.","Punteggio 5,0 su 5","",""
Great place.,g1006504-d5816534, 24 novembre 2023,couples,"Lovely food in a lovely setting with generous portions. The staff in there, many young folks, really show others how it’s done, very polite, efficient, courteous, a real credit. Thank you 🙂👍","Punteggio 5,0 su 5","",""
Great pub,g1006504-d1007560, 5 aprile 2024,couples,"We were in the area so popped on for dinner 4th April.
I'd like to congratulate thd Management for a nice, clean and welcoming pub. Outside there's a large carpark and tables to the side.
Inside, you'll find different areas to sit; elevated tables with high stools, snugs (one with club chairs) and more formal dining tables all nicely laid - waiting for diners.
We were pleasantly surprised to find all burgers at £9.95 on Wednesdays, so I had one. Yum. My Wife had the chilli which was very good as well, although the rice could've been warmer.
The beer's good, the wine choice good, the food's good.
Our waitress, Katie was warm & friendly.
I can't eat nuts and mentioned this on my booking. The staff went out of their way to help which isn't always the case so I was impressed.
Highly recommended. A great pub.","Punteggio 5,0 su 5","",""
Great pub,g1006504-d2509017, 2 maggio 2024,family,Great pub with a great atmosphere. Food is great value for money and always of a highly standard! Well done to Matt and the team,"Punteggio 5,0 su 5","",""
Great Pub (but wasted 40 minutes tonight)….,g1006504-d1007560, 16 maggio 2024,friends,"Such a shame they don’t advertise staff “training nights” in advance as wasted 40 minutes travelling!

However, normally a fantastic pub, attentive staff, friendly atmosphere and great food. Still one of the best in Dorset…. Even with the lack of music on a Friday!","Punteggio 5,0 su 5","",""
Great pub lunch,g1006175-d6104159, 31 marzo 2024,couples,"Great service, friendly staff, perfect pub lunch.
There was a good selection of meat, fish, veg options. We had fish and chips and halloumi wrap. Both were prepared to pub lunch perfection.
We’ll be back to try the evening restaurant some time","Punteggio 5,0 su 5","",""
"Great service, thanks Phil.",g1006504-d3201313, 6 aprile 2024,family,"Amazing service from all of the staff at The Horns Inn, but especially from our server Phil. We were a large party of 20 and he delivered great customer service.","Punteggio 5,0 su 5","",""
Great staff,g1006504-d3626394, 20 maggio 2024,friends,"Had a lovely coffee in Haskins, we were a group of 11 but Nic looked after us very well moving tables and assisting the older ones in our group.","Punteggio 5,0 su 5","",""
"Great stay, great staff, great everything",g1006504-d3806898, 21 maggio 2023,couples,"We driven past many times but didn't like the exterior bland look. Don't be fooled! It is a warm welcoming place. Staff, facilities and decor. 
Food was value for money, and high quality. The room was well above standard. Would happily stay again","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/29/3b/89/cf/caption.jpg,""
Grumpy Staff,g1006175-d6104159, 3 novembre 2023,family,"Visited the Castle Brew House for an evening meal with other family members. From the very start the experience was spoilt by a very miserable and grumpy barman. Everything seamed too much for him to do and he was very unwelcoming. Firstly I asked if we could have a tab and his reply was very abrupt stating they do not do tabs. I fully appreciate why but the curt response was uncalled for.

 Having ordered the drinks I asked if we paid for the food when we ordered it. The reply was again very curt with him telling me that 1 person should pay for all of the meals and collect the money off the others later! When we finally orders the food 1 of the group wanted skinny chips rather than fat cut. When I asked if they could change the chips the barman was very unhelpful and stated that if he changed the chips we would only have a small portion of skinny chips as they were a starter size. I would have expected him to have gladly substitute the chips, but no, that was too much trouble. How inflexible! 

The food we had was very enjoyable but the experience was spoiled by the attitude of a very grumpy barman. Everything appeared too much trouble for him.  I have recently moved to the area and liked the look of the Castle Brew House but after this experience may never return.","Punteggio 2,0 su 5","",""
